Core 0 Temp,Core 1 Temp,Core 2 Temp,Core 3 Temp,Core 4 Temp,Core 5 Temp,Core 6 Temp,Core 7 Temp,,Core 0,Low temp_0,High temp_0,Core_load_0,Core_speed_0,Core 1,Low temp_1,High temp_1,Core load_1,Core speed_1,Core 2,Low temp_2,High temp_2,Core load_2,Core speed_2,Core 3,Low temp_3,High temp_3,Core load_3,Core speed_3,Core 4,Low temp_4,High temp_4,Core load_4,Core speed_4,Core 5,Low temp_5,High temp_5,Core load_5,Core speed_5,Core 6,Low temp_6,High temp_6,Core load_6,Core speed_6,Core 7,Low temp_7,High temp_7 ,Core load_7,Core speed_7,CPU 0 Power
30,32,31,30,30,32,32,31,,,29,69,0,1097.32,,29,67,1,1097.32,,29,74,0,1097.32,,30,69,0,1097.32,,29,72,0,1097.32,,31,70,0,1097.32,,30,69,0,1097.32,,30,68,2,1097.32,1.3
33,32,32,41,31,34,33,33,,,29,69,2,4688.53,,29,67,0,4688.53,,29,74,0,4688.53,,30,69,1,4688.53,,29,72,1,4688.53,,31,70,1,4688.53,,30,69,2,4688.53,,30,68,0,4688.53,0.9
32,32,31,31,32,32,31,31,,,29,69,1,1097.32,,29,67,1,1097.32,,29,74,1,1097.32,,30,69,0,1097.32,,29,72,0,1097.32,,31,70,1,1097.32,,30,69,1,1097.32,,30,68,1,1097.32,2.8
30,32,31,30,31,32,32,31,,,29,69,2,1097.32,,29,67,0,1097.32,,29,74,0,1097.32,,30,69,0,1097.32,,29,72,0,1097.32,,31,70,0,1097.32,,30,69,1,1097.32,,30,68,2,1097.32,1
31,32,31,31,31,32,32,32,,,29,69,2,1097.32,,29,67,0,1097.32,,29,74,0,1097.32,,30,69,0,1097.32,,29,72,0,1097.32,,31,70,0,1097.32,,30,69,1,1097.32,,30,68,1,1097.32,1.4
31,31,31,31,31,32,32,31,,,29,69,4,997.56,,29,67,1,997.56,,29,74,1,997.56,,30,69,1,997.56,,29,72,1,997.56,,31,70,0,997.56,,30,69,1,997.56,,30,68,1,997.56,1.6
31,31,31,31,32,32,32,31,,,29,69,3,2593.66,,29,67,0,2593.66,,29,74,0,2593.66,,30,69,0,2593.66,,29,72,0,2593.66,,31,70,1,2593.66,,30,69,4,2593.66,,30,68,0,2593.66,0.9
31,32,31,31,31,32,32,32,,,29,69,0,1097.32,,29,67,1,1097.32,,29,74,0,1097.32,,30,69,0,1097.32,,29,72,0,1097.32,,31,70,0,1097.32,,30,69,0,1097.32,,30,68,0,1097.32,2.7
31,32,32,32,31,32,32,32,,,29,69,4,1097.32,,29,67,1,1097.32,,29,74,0,1097.32,,30,69,2,1097.32,,29,72,1,1097.32,,31,70,1,1097.32,,30,69,4,1097.32,,30,68,1,1097.32,1.4
30,31,31,30,31,32,31,32,,,29,69,4,1097.32,,29,67,2,997.56,,29,74,1,997.56,,30,69,2,997.56,,29,72,1,997.56,,31,70,0,997.56,,30,69,2,997.56,,30,68,2,997.56,2.4
30,32,31,31,31,32,31,32,,,29,69,1,1097.32,,29,67,2,1097.32,,29,74,0,1097.32,,30,69,1,1097.32,,29,72,0,1097.32,,31,70,1,1097.32,,30,69,1,1097.32,,30,68,1,1097.32,0.8
31,31,31,31,31,31,32,31,,,29,69,1,997.56,,29,67,1,997.56,,29,74,0,997.56,,30,69,1,997.56,,29,72,1,997.56,,31,70,1,997.56,,30,69,0,997.56,,30,68,1,997.56,1
30,31,31,31,31,32,31,32,,,29,69,1,1097.32,,29,67,1,1097.32,,29,74,1,1097.32,,30,69,1,1097.32,,29,72,0,1097.32,,31,70,1,1097.32,,30,69,2,1097.32,,30,68,1,1097.32,2.8
32,31,31,31,31,32,32,31,,,29,69,1,3192.19,,29,67,0,3192.19,,29,74,0,3192.19,,30,69,0,3192.19,,29,72,0,3192.19,,31,70,1,3192.19,,30,69,1,3192.19,,30,68,1,3192.19,1.1
31,31,31,31,31,31,32,32,,,29,69,2,1097.32,,29,67,0,1097.32,,29,74,0,1097.32,,30,69,1,1097.32,,29,72,1,1097.32,,31,70,1,1097.32,,30,69,1,1097.32,,30,68,1,1097.32,2.1
31,32,31,31,31,32,32,32,,,29,69,0,1097.32,,29,67,1,1097.32,,29,74,2,1097.32,,30,69,0,1097.32,,29,72,1,1097.32,,31,70,1,1097.32,,30,69,1,1097.32,,30,68,1,1097.32,4.8
30,31,30,31,31,31,31,32,,,29,69,2,997.56,,29,67,0,997.56,,29,74,0,997.56,,30,69,0,997.56,,29,72,1,997.56,,31,70,0,997.56,,30,69,0,997.56,,30,68,0,997.56,0.9
33,44,33,34,32,34,34,33,,,29,69,2,4688.53,,29,67,1,4688.53,,29,74,2,4688.53,,30,69,0,4688.53,,29,72,0,4688.53,,31,70,0,4688.53,,30,69,1,4688.53,,30,68,0,4688.53,4.4
30,31,32,31,31,32,32,32,,,29,69,1,1097.32,,29,67,0,1097.32,,29,74,0,1097.32,,30,69,0,1097.32,,29,72,0,1097.32,,31,70,0,1097.32,,30,69,1,1097.32,,30,68,1,1097.32,0.8
31,31,31,32,30,32,32,32,,,29,69,0,2394.14,,29,67,0,2394.14,,29,74,0,2394.14,,30,69,0,2394.14,,29,72,0,2394.14,,31,70,0,2394.14,,30,69,1,2394.14,,30,68,0,2394.14,2.8
30,31,31,31,31,32,32,32,,,29,69,0,4688.53,,29,67,0,4788.29,,29,74,1,4788.29,,30,69,1,4788.29,,29,72,0,4788.29,,31,70,0,4788.29,,30,69,0,4788.29,,30,68,1,4788.29,0.8
31,31,31,30,31,32,32,32,,,29,69,0,2593.66,,29,67,2,2593.66,,29,74,0,2593.66,,30,69,0,2593.66,,29,72,0,2593.66,,31,70,0,2593.66,,30,69,1,2593.66,,30,68,0,2593.66,0.7
30,31,31,32,31,32,32,32,,,29,69,1,1995.12,,29,67,1,1995.12,,29,74,0,1995.12,,30,69,0,1995.12,,29,72,0,1995.12,,31,70,0,1995.12,,30,69,3,1995.12,,30,68,2,1995.12,2.5
31,31,31,31,31,31,32,32,,,29,69,1,3491.46,,29,67,2,3491.46,,29,74,2,3491.46,,30,69,1,3491.46,,29,72,0,3491.46,,31,70,0,3491.46,,30,69,1,3491.46,,30,68,2,3491.46,0.8
30,32,32,32,32,32,32,32,,,29,69,0,3690.97,,29,67,0,3690.97,,29,74,4,3690.97,,30,69,2,3690.97,,29,72,0,3690.97,,31,70,0,3690.97,,30,69,1,3690.97,,30,68,1,3690.97,5.8
30,31,31,31,30,31,32,32,,,29,69,2,997.56,,29,67,0,997.56,,29,74,2,997.56,,30,69,0,997.56,,29,72,0,997.56,,31,70,1,897.8,,30,69,1,897.8,,30,68,1,897.8,1.8
31,32,31,31,31,32,32,32,,,29,69,4,2394.14,,29,67,3,2394.14,,29,74,0,2394.14,,30,69,0,2394.14,,29,72,0,2394.14,,31,70,0,2394.14,,30,69,1,2394.14,,30,68,0,2394.14,0.9
31,31,31,31,31,31,32,32,,,29,69,0,1097.32,,29,67,0,1097.32,,29,74,0,1097.32,,30,69,0,1097.32,,29,72,0,997.56,,31,70,0,997.56,,30,69,0,997.56,,30,68,0,997.56,2.7
30,31,31,31,31,32,32,32,,,29,69,2,997.56,,29,67,1,997.56,,29,74,0,997.56,,30,69,0,997.56,,29,72,0,997.56,,31,70,0,997.56,,30,69,1,997.56,,30,68,1,997.56,1.3
31,32,31,31,31,32,32,32,,,29,69,0,1197.07,,29,67,0,1197.07,,29,74,0,1197.07,,30,69,0,1197.07,,29,72,1,1197.07,,31,70,0,1197.07,,30,69,2,1197.07,,30,68,1,1197.07,2.6
31,31,31,31,30,32,32,31,,,29,69,2,997.56,,29,67,2,997.56,,29,74,1,997.56,,30,69,2,997.56,,29,72,0,997.56,,31,70,1,997.56,,30,69,0,997.56,,30,68,0,997.56,1.3
32,31,31,31,31,32,32,32,,,29,69,2,997.56,,29,67,0,997.56,,29,74,1,997.56,,30,69,1,997.56,,29,72,0,997.56,,31,70,2,997.56,,30,69,3,997.56,,30,68,1,997.56,4.9
31,30,31,31,32,32,32,31,,,29,69,1,1097.32,,29,67,1,1097.32,,29,74,1,1097.32,,30,69,0,1097.32,,29,72,0,1097.32,,31,70,1,1097.32,,30,69,2,1097.32,,30,68,0,1097.32,2.2
31,32,32,31,31,32,32,32,,,29,69,1,3591.22,,29,67,0,3591.22,,29,74,0,3591.22,,30,69,0,3591.22,,29,72,0,3591.22,,31,70,1,3591.22,,30,69,0,3591.22,,30,68,0,3591.22,1
31,31,31,31,30,32,32,32,,,29,69,2,997.56,,29,67,1,997.56,,29,74,1,997.56,,30,69,1,997.56,,29,72,1,997.56,,31,70,0,997.56,,30,69,2,997.56,,30,68,1,997.56,2.8
32,32,33,32,32,34,33,33,,,29,69,2,1695.85,,29,67,2,1695.85,,29,74,2,1695.85,,30,69,0,1695.85,,29,72,1,1695.85,,31,70,4,1695.85,,30,69,13,1695.85,,30,68,1,1695.85,8.5
30,31,31,31,31,32,32,32,,,29,69,0,997.56,,29,67,1,997.56,,29,74,1,997.56,,30,69,0,997.56,,29,72,0,997.56,,31,70,1,997.56,,30,69,2,997.56,,30,68,1,997.56,1.3
31,31,31,31,30,32,32,31,,,29,69,1,1097.32,,29,67,0,1097.32,,29,74,1,1097.32,,30,69,0,1097.32,,29,72,0,1097.32,,31,70,1,1097.32,,30,69,1,1097.32,,30,68,1,1097.32,1.3
31,31,31,31,31,32,32,32,,,29,69,1,1097.32,,29,67,3,1097.32,,29,74,0,1097.32,,30,69,1,1097.32,,29,72,0,1097.32,,31,70,0,1097.32,,30,69,1,1097.32,,30,68,4,1097.32,1.5
31,31,31,31,31,32,32,31,,,29,69,1,4788.29,,29,67,1,4788.29,,29,74,0,4788.29,,30,69,0,4688.53,,29,72,0,4788.29,,31,70,1,4788.29,,30,69,0,4788.29,,30,68,0,4788.29,2.4
32,32,31,31,31,32,32,32,,,29,69,0,3092.44,,29,67,0,3092.44,,29,74,0,3092.44,,30,69,0,3092.44,,29,72,0,3092.44,,31,70,0,3092.44,,30,69,5,3092.44,,30,68,2,3092.44,3.4
30,31,31,31,31,32,31,32,,,29,69,1,997.56,,29,67,0,997.56,,29,74,0,997.56,,30,69,0,997.56,,29,72,0,997.56,,31,70,0,997.56,,30,69,1,997.56,,30,68,1,997.56,1.4
31,31,30,31,30,32,31,31,,,29,69,1,2294.39,,29,67,2,2294.39,,29,74,0,2294.39,,30,69,2,2294.39,,29,72,4,2294.39,,31,70,0,2294.39,,30,69,1,2294.39,,30,68,1,2294.39,1.2
30,32,32,31,30,33,32,31,,,29,69,0,3491.46,,29,67,0,3491.46,,29,74,1,3491.46,,30,69,0,3491.46,,29,72,0,3491.46,,31,70,0,3491.46,,30,69,0,3491.46,,30,68,0,3491.46,1.1
30,31,31,30,31,32,32,32,,,29,69,0,1097.32,,29,67,1,1097.32,,29,74,0,1097.32,,30,69,1,1097.32,,29,72,1,1097.32,,31,70,0,1097.32,,30,69,1,1097.32,,30,68,0,1097.32,2.6
32,31,31,31,31,32,32,32,,,29,69,1,1097.32,,29,67,0,1097.32,,29,74,0,1097.32,,30,69,1,1097.32,,29,72,0,1097.32,,31,70,0,1097.32,,30,69,0,1097.32,,30,68,1,1097.32,1.4
30,31,31,31,30,32,32,32,,,29,69,1,997.56,,29,67,0,997.56,,29,74,0,997.56,,30,69,2,997.56,,29,72,0,997.56,,31,70,0,997.56,,30,69,0,997.56,,30,68,0,997.56,2.6
31,31,31,31,31,32,32,32,,,29,69,2,1097.32,,29,67,2,1097.32,,29,74,0,1097.32,,30,69,0,1097.32,,29,72,0,1097.32,,31,70,0,1097.32,,30,69,1,1097.32,,30,68,0,1097.32,5.8
31,32,31,31,31,32,32,32,,,29,69,0,1097.32,,29,67,1,4688.53,,29,74,0,4688.53,,30,69,0,4688.53,,29,72,0,4688.53,,31,70,0,4688.53,,30,69,1,4688.53,,30,68,1,4688.53,1.5
31,32,32,31,32,33,32,32,,,29,69,2,1596.1,,29,67,0,1596.1,,29,74,1,1596.1,,30,69,0,1596.1,,29,72,0,1596.1,,31,70,2,1596.1,,30,69,2,1596.1,,30,68,2,1596.1,5.9
30,32,31,31,30,32,32,31,,,29,69,2,997.56,,29,67,2,997.56,,29,74,0,997.56,,30,69,0,997.56,,29,72,1,997.56,,31,70,2,997.56,,30,69,1,997.56,,30,68,1,997.56,1.4
30,31,31,31,31,32,32,31,,,29,69,4,997.56,,29,67,0,997.56,,29,74,1,997.56,,30,69,0,997.56,,29,72,0,997.56,,31,70,0,997.56,,30,69,1,997.56,,30,68,1,997.56,2.4
30,31,31,31,31,32,32,32,,,29,69,2,2593.66,,29,67,1,2593.66,,29,74,0,2593.66,,30,69,1,2593.66,,29,72,1,2593.66,,31,70,1,2593.66,,30,69,1,2593.66,,30,68,2,2593.66,1.9
30,31,30,30,30,32,32,31,,,29,69,1,997.56,,29,67,0,997.56,,29,74,0,997.56,,30,69,0,997.56,,29,72,0,997.56,,31,70,0,997.56,,30,69,0,997.56,,30,68,0,997.56,0.8
30,31,31,31,30,32,32,32,,,29,69,1,1097.32,,29,67,3,1097.32,,29,74,0,1097.32,,30,69,0,1097.32,,29,72,0,1097.32,,31,70,0,1097.32,,30,69,0,1097.32,,30,68,1,1097.32,3.9
30,31,31,31,30,32,32,32,,,29,69,1,1097.32,,29,67,0,1097.32,,29,74,0,1097.32,,30,69,1,1097.32,,29,72,1,1097.32,,31,70,0,1097.32,,30,69,0,1097.32,,30,68,2,1097.32,1.3
30,32,31,32,31,32,32,32,,,29,69,3,1197.07,,29,67,4,1197.07,,29,74,0,1197.07,,30,69,1,1197.07,,29,72,0,1197.07,,31,70,0,1197.07,,30,69,1,1197.07,,30,68,1,1197.07,7.2
30,31,31,31,30,31,31,31,,,29,69,0,1097.32,,29,67,0,1097.32,,29,74,1,1097.32,,30,69,0,1097.32,,29,72,0,1097.32,,31,70,0,1097.32,,30,69,0,1097.32,,30,68,0,1097.32,1.3
33,32,31,32,31,33,34,46,,,29,69,2,4688.53,,29,67,2,4688.53,,29,74,0,4788.29,,30,69,1,4788.29,,29,72,0,4788.29,,31,70,0,4788.29,,30,69,3,4788.29,,30,68,4,4788.29,1.1
32,32,31,31,31,33,32,32,,,29,69,0,997.56,,29,67,1,997.56,,29,74,2,997.56,,30,69,1,997.56,,29,72,1,997.56,,31,70,3,997.56,,30,69,2,997.56,,30,68,2,997.56,2
32,31,31,31,31,33,32,32,,,29,69,2,3491.46,,29,67,1,3491.46,,29,74,0,3491.46,,30,69,0,3491.46,,29,72,0,3491.46,,31,70,0,3491.46,,30,69,0,3491.46,,30,68,1,3491.46,1
30,31,31,31,31,32,32,32,,,29,69,2,997.56,,29,67,0,997.56,,29,74,0,997.56,,30,69,0,997.56,,29,72,0,997.56,,31,70,0,997.56,,30,69,1,997.56,,30,68,1,997.56,2.4
31,31,31,31,30,32,32,32,,,29,69,0,1097.32,,29,67,1,1097.32,,29,74,0,1097.32,,30,69,0,1097.32,,29,72,0,1097.32,,31,70,0,1097.32,,30,69,0,1097.32,,30,68,0,1097.32,1.3
30,31,31,31,30,32,32,32,,,29,69,0,997.56,,29,67,3,997.56,,29,74,2,997.56,,30,69,1,997.56,,29,72,1,997.56,,31,70,1,997.56,,30,69,0,997.56,,30,68,2,997.56,1.6
30,31,31,31,31,32,32,31,,,29,69,0,997.56,,29,67,0,997.56,,29,74,0,997.56,,30,69,0,997.56,,29,72,0,997.56,,31,70,0,997.56,,30,69,1,997.56,,30,68,0,997.56,1.3
30,32,32,32,31,33,32,32,,,29,69,1,3491.46,,29,67,2,3491.46,,29,74,0,3491.46,,30,69,0,3491.46,,29,72,0,3491.46,,31,70,0,3491.46,,30,69,2,3491.46,,30,68,4,3491.46,4.5
30,31,31,30,31,32,32,31,,,29,69,4,2892.92,,29,67,0,2892.92,,29,74,0,2892.92,,30,69,0,2892.92,,29,72,0,2892.92,,31,70,0,2892.92,,30,69,1,2892.92,,30,68,0,2892.92,2.5
31,31,31,31,30,32,32,32,,,29,69,2,997.56,,29,67,0,997.56,,29,74,0,997.56,,30,69,1,997.56,,29,72,0,997.56,,31,70,1,997.56,,30,69,1,997.56,,30,68,1,997.56,1.1
32,32,31,30,30,32,32,32,,,29,69,4,3092.44,,29,67,3,2793.17,,29,74,0,2793.17,,30,69,0,2793.17,,29,72,1,2793.17,,31,70,0,2793.17,,30,69,1,2793.17,,30,68,0,2793.17,2.2
30,31,31,30,31,32,32,32,,,29,69,5,1097.32,,29,67,1,1097.32,,29,74,0,1097.32,,30,69,1,1097.32,,29,72,0,1097.32,,31,70,1,1097.32,,30,69,1,1097.32,,30,68,0,1097.32,1.3
31,31,31,31,30,32,32,31,,,29,69,0,1097.32,,29,67,1,1097.32,,29,74,0,1097.32,,30,69,0,1097.32,,29,72,0,1097.32,,31,70,0,1097.32,,30,69,0,1097.32,,30,68,0,1097.32,1.5
30,32,31,30,31,32,32,31,,,29,69,2,1097.32,,29,67,1,1097.32,,29,74,1,1097.32,,30,69,1,1097.32,,29,72,1,1097.32,,31,70,1,1097.32,,30,69,2,1097.32,,30,68,2,1097.32,2.7
31,32,31,31,30,33,31,32,,,29,69,2,997.56,,29,67,0,997.56,,29,74,0,997.56,,30,69,0,997.56,,29,72,1,997.56,,31,70,0,997.56,,30,69,3,997.56,,30,68,4,997.56,4.9
31,31,30,31,30,32,32,32,,,29,69,0,1097.32,,29,67,1,1097.32,,29,74,2,1097.32,,30,69,0,1097.32,,29,72,0,1097.32,,31,70,0,1097.32,,30,69,1,1097.32,,30,68,2,1097.32,2.5
32,32,32,32,32,34,35,33,,,29,69,1,4688.53,,29,67,1,4688.53,,29,74,0,4688.53,,30,69,0,4688.53,,29,72,0,4688.53,,31,70,0,4688.53,,30,69,5,4688.53,,30,68,2,4688.53,1.2
32,31,31,31,31,32,32,32,,,29,69,2,1396.58,,29,67,0,1396.58,,29,74,0,1396.58,,30,69,0,1396.58,,29,72,0,1097.32,,31,70,0,1097.32,,30,69,2,1097.32,,30,68,0,1097.32,1.2
30,31,31,30,30,32,32,32,,,29,69,1,4389.26,,29,67,1,4389.26,,29,74,0,4389.26,,30,69,0,4389.26,,29,72,0,4389.26,,31,70,0,4389.26,,30,69,1,4389.26,,30,68,1,4389.26,2.5
31,31,32,31,32,32,32,32,,,29,69,1,1097.32,,29,67,1,1097.32,,29,74,0,1097.32,,30,69,0,1097.32,,29,72,1,1097.32,,31,70,0,1097.32,,30,69,1,1097.32,,30,68,1,1097.32,1.9
30,32,32,31,31,32,32,32,,,29,69,1,1097.32,,29,67,0,1097.32,,29,74,1,1097.32,,30,69,1,1097.32,,29,72,1,1097.32,,31,70,0,1097.32,,30,69,2,1097.32,,30,68,0,1097.32,2.3
31,31,31,31,31,32,32,32,,,29,69,1,1097.32,,29,67,1,1097.32,,29,74,3,1097.32,,30,69,0,1097.32,,29,72,0,1097.32,,31,70,0,1097.32,,30,69,0,1097.32,,30,68,0,1097.32,5.1
30,31,31,31,31,32,32,31,,,29,69,1,3491.46,,29,67,1,3491.46,,29,74,1,3491.46,,30,69,0,3491.46,,29,72,0,3491.46,,31,70,0,3491.46,,30,69,1,3491.46,,30,68,1,3491.46,0.9
31,31,31,31,31,32,32,32,,,29,69,3,1197.07,,29,67,0,1197.07,,29,74,0,1197.07,,30,69,0,1197.07,,29,72,0,1197.07,,31,70,0,1197.07,,30,69,2,1197.07,,30,68,2,1197.07,6.6
30,31,31,31,30,32,31,32,,,29,69,1,1097.32,,29,67,0,1097.32,,29,74,1,1097.32,,30,69,0,1097.32,,29,72,0,1097.32,,31,70,0,1097.32,,30,69,1,1097.32,,30,68,1,1097.32,1.3
31,31,31,31,31,32,32,32,,,29,69,0,1097.32,,29,67,0,1097.32,,29,74,0,1097.32,,30,69,0,1097.32,,29,72,0,1097.32,,31,70,0,1097.32,,30,69,1,1097.32,,30,68,0,1097.32,2.9
30,31,31,31,31,32,32,31,,,29,69,0,1097.32,,29,67,0,1097.32,,29,74,1,1097.32,,30,69,0,1097.32,,29,72,0,1097.32,,31,70,1,1097.32,,30,69,1,1097.32,,30,68,0,1097.32,1
30,31,31,31,31,32,31,32,,,29,69,0,1097.32,,29,67,0,1097.32,,29,74,0,1097.32,,30,69,0,1097.32,,29,72,0,1097.32,,31,70,0,1097.32,,30,69,1,1097.32,,30,68,0,1097.32,1.1
31,31,31,31,31,32,32,32,,,29,69,1,997.56,,29,67,3,997.56,,29,74,0,997.56,,30,69,1,997.56,,29,72,4,997.56,,31,70,0,997.56,,30,69,1,997.56,,30,68,1,997.56,2.9
30,31,31,31,30,33,32,32,,,29,69,0,1097.32,,29,67,0,1097.32,,29,74,0,1097.32,,30,69,0,1097.32,,29,72,1,1097.32,,31,70,0,1097.32,,30,69,0,1097.32,,30,68,1,1097.32,1.1
30,31,31,30,30,32,32,32,,,29,69,0,1097.32,,29,67,3,1097.32,,29,74,3,1097.32,,30,69,0,1097.32,,29,72,2,1097.32,,31,70,0,1097.32,,30,69,2,1097.32,,30,68,0,1097.32,4.3
30,31,31,30,30,32,31,32,,,29,69,2,1396.58,,29,67,1,1396.58,,29,74,1,1396.58,,30,69,1,1396.58,,29,72,0,1396.58,,31,70,1,1396.58,,30,69,2,1396.58,,30,68,2,1097.32,1.9
33,32,33,32,32,32,32,32,,,29,69,3,4688.53,,29,67,2,4688.53,,29,74,4,4688.53,,30,69,3,4688.53,,29,72,1,4688.53,,31,70,0,4688.53,,30,69,2,4688.53,,30,68,1,4688.53,1
31,32,30,31,30,31,32,32,,,29,69,0,3491.46,,29,67,1,3192.19,,29,74,1,3192.19,,30,69,0,3192.19,,29,72,0,3192.19,,31,70,1,3192.19,,30,69,0,3192.19,,30,68,1,3192.19,1.5
30,31,31,31,30,32,32,32,,,29,69,0,997.56,,29,67,3,997.56,,29,74,1,997.56,,30,69,2,997.56,,29,72,1,997.56,,31,70,0,997.56,,30,69,1,997.56,,30,68,1,997.56,1.3
30,31,31,31,30,31,32,32,,,29,69,0,1097.32,,29,67,2,1097.32,,29,74,0,1097.32,,30,69,0,1097.32,,29,72,1,1097.32,,31,70,2,1097.32,,30,69,1,1097.32,,30,68,1,1097.32,2.5
31,31,31,31,31,32,32,32,,,29,69,1,2493.9,,29,67,1,2493.9,,29,74,1,2493.9,,30,69,0,2194.63,,29,72,0,2194.63,,31,70,0,2194.63,,30,69,0,2194.63,,30,68,0,2194.63,1.1
31,31,31,30,30,32,32,32,,,29,69,4,4788.29,,29,67,0,4788.29,,29,74,3,4788.29,,30,69,1,4788.29,,29,72,3,4788.29,,31,70,0,4788.29,,30,69,2,4788.29,,30,68,1,4788.29,1.5
30,31,31,30,31,32,32,32,,,29,69,0,1097.32,,29,67,1,1097.32,,29,74,0,1097.32,,30,69,1,1097.32,,29,72,1,1097.32,,31,70,1,1097.32,,30,69,1,1097.32,,30,68,0,1097.32,2.5
31,31,31,31,32,32,32,32,,,29,69,2,1097.32,,29,67,0,1097.32,,29,74,3,1097.32,,30,69,2,1097.32,,29,72,0,1097.32,,31,70,0,1097.32,,30,69,1,1097.32,,30,68,1,1097.32,3.6
30,31,31,30,31,32,32,32,,,29,69,1,997.56,,29,67,1,997.56,,29,74,0,997.56,,30,69,0,997.56,,29,72,1,997.56,,31,70,1,997.56,,30,69,2,997.56,,30,68,0,997.56,3
30,31,31,30,30,32,32,32,,,29,69,1,1097.32,,29,67,2,1097.32,,29,74,0,1097.32,,30,69,1,4688.53,,29,72,0,4588.78,,31,70,2,4588.78,,30,69,1,4688.53,,30,68,2,4788.29,1.5
30,32,31,30,31,32,32,31,,,29,69,0,997.56,,29,67,0,997.56,,29,74,2,997.56,,30,69,0,997.56,,29,72,0,997.56,,31,70,1,997.56,,30,69,1,997.56,,30,68,2,997.56,1
42,36,35,36,34,37,37,42,,,29,69,18,4588.78,,29,67,1,4588.78,,29,74,2,4588.78,,30,69,0,4588.78,,29,72,0,4588.78,,31,70,0,4588.78,,30,69,0,4588.78,,30,68,27,4588.78,21.2
31,32,31,32,32,32,32,32,,,29,69,4,997.56,,29,67,2,997.56,,29,74,2,997.56,,30,69,0,997.56,,29,72,1,997.56,,31,70,1,997.56,,30,69,2,997.56,,30,68,1,997.56,1.5
32,32,32,32,32,33,32,33,,,29,69,2,1097.32,,29,67,0,1097.32,,29,74,0,1097.32,,30,69,0,1097.32,,29,72,0,1097.32,,31,70,1,1097.32,,30,69,8,1097.32,,30,68,1,1097.32,2.8
31,32,32,31,31,33,32,32,,,29,69,2,1097.32,,29,67,2,1097.32,,29,74,4,1097.32,,30,69,1,1097.32,,29,72,0,1097.32,,31,70,2,1097.32,,30,69,1,1097.32,,30,68,1,1097.32,5.4
32,32,32,31,31,33,32,32,,,29,69,1,997.56,,29,67,0,997.56,,29,74,0,997.56,,30,69,1,997.56,,29,72,0,997.56,,31,70,0,997.56,,30,69,1,997.56,,30,68,1,997.56,2
31,32,32,33,32,33,32,32,,,29,69,1,4090,,29,67,4,4090,,29,74,2,4090,,30,69,2,4090,,29,72,1,4090,,31,70,1,4090,,30,69,1,4090,,30,68,1,4090,1.7
32,32,32,32,31,33,32,32,,,29,69,0,997.56,,29,67,0,997.56,,29,74,0,997.56,,30,69,0,997.56,,29,72,0,997.56,,31,70,0,997.56,,30,69,1,997.56,,30,68,0,997.56,1.3
32,32,31,31,31,32,32,32,,,29,69,2,1097.32,,29,67,0,1097.32,,29,74,2,1097.32,,30,69,0,1097.32,,29,72,0,1097.32,,31,70,0,1097.32,,30,69,0,1097.32,,30,68,0,1097.32,2.9
31,31,31,31,30,32,32,32,,,29,69,3,1097.32,,29,67,2,1097.32,,29,74,0,1097.32,,30,69,1,1097.32,,29,72,0,1097.32,,31,70,0,1097.32,,30,69,2,1097.32,,30,68,0,1097.32,1.4
31,32,31,31,31,33,32,32,,,29,69,1,1097.32,,29,67,2,1097.32,,29,74,0,1097.32,,30,69,1,1097.32,,29,72,0,1097.32,,31,70,0,1097.32,,30,69,1,1097.32,,30,68,1,1097.32,1.5
36,35,35,36,34,37,39,51,,,29,69,12,4688.53,,29,67,1,4688.53,,29,74,2,4688.53,,30,69,3,4688.53,,29,72,0,4688.53,,31,70,0,4688.53,,30,69,3,4688.53,,30,68,36,4688.53,22.9
31,32,32,32,32,34,33,33,,,29,69,1,3790.73,,29,67,0,3790.73,,29,74,0,3790.73,,30,69,0,3790.73,,29,72,0,3790.73,,31,70,0,3790.73,,30,69,1,3790.73,,30,68,0,3790.73,0.9
31,32,32,32,31,34,32,33,,,29,69,1,2793.17,,29,67,1,2793.17,,29,74,0,2793.17,,30,69,1,2793.17,,29,72,2,2793.17,,31,70,1,2793.17,,30,69,2,2793.17,,30,68,1,2793.17,6.9
31,32,31,32,32,33,32,32,,,29,69,1,1097.32,,29,67,2,1097.32,,29,74,0,1097.32,,30,69,1,1097.32,,29,72,1,1097.32,,31,70,0,1097.32,,30,69,0,1097.32,,30,68,1,1097.32,0.7
31,32,32,32,32,33,33,33,,,29,69,0,3790.73,,29,67,1,3790.73,,29,74,2,3790.73,,30,69,0,3790.73,,29,72,2,3790.73,,31,70,0,3790.73,,30,69,3,3790.73,,30,68,1,3790.73,0.7
31,32,32,32,32,33,32,32,,,29,69,2,1396.58,,29,67,0,1396.58,,29,74,0,1396.58,,30,69,11,1396.58,,29,72,1,1396.58,,31,70,0,1396.58,,30,69,3,1396.58,,30,68,0,1396.58,7.9
31,32,32,32,32,33,32,32,,,29,69,1,1097.32,,29,67,0,1097.32,,29,74,1,1097.32,,30,69,0,1097.32,,29,72,1,1097.32,,31,70,0,1097.32,,30,69,1,1097.32,,30,68,1,1097.32,1.1
30,32,31,32,32,32,33,32,,,29,69,0,3491.46,,29,67,0,3491.46,,29,74,0,3491.46,,30,69,0,3491.46,,29,72,0,3491.46,,31,70,0,3491.46,,30,69,0,3491.46,,30,68,0,3491.46,2.5
